Status,Code,Study,ID,Year,FirstAuthor,Journal,PersonExtractingData,DateExtracted,Habitat,HabitatDescription,Location,SpeciesDistribution,Latitude,Longitude,Depth,LabFieldMeso,StudyDuration,StudyDurationDays,StudyArea,SampleSize,Replicates,ReplicationNotes,NumberFactorialEffects,ThirdFactorValue,Month,StudyYear,OtherResponseVariables,StressorOne,StressorOneManipulation,StressorOneLevels,StressorOneUnits,StressorOneRange,StressorOneRelativeToBackground,Acclimation,AcclimationNotes,WaterAirStress,StressorTwo,InteractionCode,StressorTwoFurther,StressorTwoManipulation,StressorTwoLevels,StressorTwoUnits,StressorTwoRange,StressorTwoRelativeToBackground,BackgroundAmbientEffectOne,BackgroundAmbientEffectTwo,Genus,Species,Lifestage,TaxaCategory,TaxaFurther,TrophicGroup,OrganisationLevel,ThermalTolerance,Endemic,SpawningDispersal,ResponseVariable,Responsefurther,PlantAnimalOther,ResponseDefined,ResponseUnits,FeedingReported,FeedingRegime,TimeSeries,ResponseTime,LastTimePoint,StressorOneInitialConditions,StressorOneTreatmentConditions,StressorOneDifference,TempDifferenceCateg,StressorTwoInitialConditions,StressorTwoTreatmentConditions,ThirdFactorLevel,C_mean,C_sd,C_n,S1_mean,S1_sd,S1_n,S2_mean,S2_sd,S2_n,S1_S2_mean,S1_S2_sd,S1_S2_n,AdditiveNullModel,MultiplicativeNullModel,DominanceNullModel,Sd_p,n_p,j,s,HedgesdAdditive,VdAdditive,HedgesdMultiplicative,VdMultiplicative,HedgesdDominance,VdDominance,NullModelClosestZero,additive-observed,multi-observed,dom-observed,Add?,Mult?,Dom?,%changeA,%changeB,%difference,Assymetric?,Eco_surprise_larger,Eco_surprise_smaller,Surprise,Temp_asymmetric,secondstress_asym
,F,137,276,2019,Hani,Ecotoxicology and Environmental Safety,OFM,13/03/2019,Freshwater,NA,France,,NA,NA,,Lab,90 days,90,90 litre lab glass tanks,320,NA,,2,,,,,Temperature,,2,celsius,16-21,Elevated,Yes,"Few months before the start of the experiments, fish were transferred for acclimation to 300- litter laboratory tanks with continuous freshwater renewal, for the two experiments of this study, sticklebacks were acclimated to 16?ÔøΩC as control temperature, before the onset of the experiments.Then acclimated progressively to the desired experimental temperatures (0.5ÔøΩ0.8?ÔøΩC?day?1)",Water,Contamination,T x Contamination,,Exposed to cadmium chloride,2,ÔøΩg?L?1,0-1,Elevated,,,Gasterosteus,aculeatus,Females,Vertebrate,Actinopterygii,,Individual,<18 degrees celsius,,NA,Animal condition/physiological,Physiological,Animal,Nephrosomatic index ÔøΩNSIÔøΩ Male,,Yes,"All along the acclimation and the experimental periods, sticklebacks were daily fed ad libitum with frozen commercial chironomids larvae, at 3% of body weight/day",Yes,90,Yes,16 degrees celsius,21 degrees celsius,5,4 ÔøΩ 7,0,1 ?g L-1,,0.66,0.224499443,14,0.82,0.277128129,12,0.87,0.187082869,14,0.89,0.24,16,1.03,1.080909091,0.87,0.23271943,12,0.970873786,0.236947062,-0.573640074,0.146690268,-0.782236464,0.147426807,0.081948582,0.145850822,Dominance,0.14,0.190909091,0.02,N,N,Dominance,24.24242424,31.81818182,7.575757576,,,,Within,,
,D,112,151,2017,Morin,Journal of Hazardous Materials,OFM,11/01/2019,Freshwater,Lotic,France,,NA,NA,,Mesocosm,6 weeks,42,40 ÔøΩ 20 ÔøΩ 25 cm,,3,n = 3 per treatment at each sampling date,2,,February,2012,Chlorophyll a,Temperature,Water bath,4,celsius,Aug-23,Elevated,,,Water,Contamination,T x Contamination,Copper,"Cu-exposure treatments (noCu and Cu = 15 ?g L?1 nominal concentration, supplied as CuSO4ÔøΩ5H2O)",2,?g L?1,0-15,Elevated,,,,,,Producer,Diatom,,Community,,,NA,Plant diversity,Diversity,Plant,Species richness,,,,Yes,42,Yes,8 degrees celsius,23 degrees celsius,15,12 ÔøΩ 20,0,105 ?g L?1,,22.303251,3.656821,3,11.531994,1.662231,3,29.388298,2.194149,3,12.9654255,8.976063,3,18.617041,15.19534871,11.531994,1.946445701,3,0.8,6.49454994,-0.696167162,0.693591595,-0.274682401,0.670858357,0.176570388,0.668398728,Dominance,5.6516155,2.22992321,1.4334315,N,N,Dominance,48.29456029,31.76688008,16.5276802,,,,Within,,
,F,114,155,2017,Hopkins,Royal Society Open Science,OFM,15/01/2019,Freshwater,Lentic,USA,"Commonly found along the Pacific coast of North America, from southern California to Alaska",42.38843333,-124.4204667,,Lab,,NA,"3.5 cm diameter, 1 cm deep lidded round plastic Petri dishes",,10,All females from all populations had approximately 10 eggs (replicates) assigned to each temperatureÔøΩsalt combination,2,,May,2013,Developmental stage at hatching and the presence of developmental deformities (%),Temperature,Temperature controlled rooms,3,celsius,Jul-21,Elevated,Not given,,Air,Salinity,T x Salinity,,Laboratory grade NaCl and filtered tap water,3,ppt,0-5.0,Elevated,14 degrees celsius,,Taricha,granulosa,Embryo,Vertebrate,Amphibia,Carnivore,Population,,Native,NA,Animal growth/size,Size,Animal,Length at hatching,mm,No,,No,NA,,14 degrees celsius,21 degrees celsius,7,4 ÔøΩ 7,0 ppt,5 ppt,,10.03931889,1.815196933,10,9.652873563,0.525124183,10,6.85625,1.523560534,10,7.975,2.622839247,10,6.469804678,6.592331126,6.85625,1.13951571,10,0.957746479,2.022100612,0.712919778,0.202541273,0.654886427,0.202144381,0.529884056,0.201403886,Dominance,1.505195322,1.382668874,1.11875,N,N,Dominance,3.849318178,31.70602433,27.85670615,,Larger,,Larger,,
OriginalData,F,14,21,2003,McKee,L & O,MJ,,Freshwater,Lentic,UK,,53.26666667,-3.05,,Mesocosm,2 years,730,3000 L,12,4,,3,Fish presence,,1998-2000,,Temperature,Pumped hot water,2,celsius,18.8-21.8,Elevated,,,Water,Nutrients,T x Nutrients,,Addition of N and P,2,?g L-1 ,,Elevated,18.8 degrees celsius,,,,,Producer,Plant,,Community,,Native,NA,Plant biomass/abundance,Biomass,Plant,Macrophyte biomass ,g dry weight per microcosm,,,Yes,NA,Yes,,Ambient + 3 degrees celsius,3,1 ÔøΩ 3,,"170 ?g N L-1, 17 ?g P L-1 ",,568.4,96.1,4,555.7,146.4,4,745.7,23,4,927.6,69,4,733,729.0385116,745.7,104.7901713,4,0.869565217,88.71860008,1.907349656,0.61368696,1.946177731,0.618362743,1.782872057,0.599332274,Dominance,194.6,198.5614884,181.9,N,N,Dominance,2.234342013,31.19282196,28.95847994,,Larger,,Larger,,
,F,136,264,2017,Hoefnagel,Journal of Thermal Biology,OFM,06/03/2019,Freshwater,NA,Netherlands,,NA,NA,,Lab,,NA,6 L aquaria,200,2,"Four large trays, containing water that was temperature controlled at either 17 ÔøΩC (2 trays) or 22 ÔøΩC (2 trays) were used and in these trays fifteen 6 L aquaria (3ÔøΩ4 per tray) were placed, creating 2ÔøΩ3 replicates per treatment",2,,,2013,,Temperature,,2,celsius,17-22,Elevated,Yes,These snails were kept in 10 L glass aquaria at room temperature (18ÔøΩ20 ÔøΩC),,O2,T x O2,,"Mass stream gas flow controllers were used to create three mixtures of oxygen and nitrogen to keep oxygen levels in both the water and the overhead air at 10, 20 or 40 kPa",3,kPa,,Reduced,18-20 degrees celsius,,Lymnaea,stagnalis,,Invertebrate,Gastropod,,Individual,,,NA,Animal condition/physiological,Metabolism,Animal,Energy flux through oxygen consumption,J/g/d,Yes,Food (fresh leaves of iceberg lettuce) was supplied ad libitum two to three times each week,No,NA,,17 degrees celsius,22 degrees celsius,5,4 ÔøΩ 7,20 kPa,10 kPa,,35.591835,6.125707173,2,26.816326,3.489885112,2,24.530613,2.341315694,2,29.55102,2.841973992,2,15.755104,18.4823546,24.530613,2.971620541,2,0.571428571,2.907519975,2.711376238,1.918945138,2.175376854,1.591533057,0.986684193,1.121693212,Dominance,13.795916,11.0686654,5.020407,N,N,Dominance,24.65596112,31.07797617,6.422015049,,Larger,,Larger,,
,F,122,178,2016,MacLennan,Hydrobiologia,OFM,18/02/2019,Freshwater,Lentic,Canada,,52.01666667,-116.4333333,2217 m.a.s.l,Lab,31 days,31,"28 cm diameter, 40 cm depth",,4,The blocking treatment consisted of communities collected from four naturally fishless alpine lakes,3,Regional biodiversity,July-August,2009,,Temperature,Warmed chambers,2,celsius,Oct-17,Elevated,Yes,"Chambers were set to a 12-h light/dark cycle. Local communities were given 3 days to adjust to growth chamber conditions at 10ÔøΩC (the average temperature of source alpine lakes) before treatments were applied on July 24, 2009",,Invasion,T x Invasion,,Non-native predator (achieved through passing plankton through 1-mm mesh-sized sieve showing that selective predation by non native trout predator extirpate zooplankton >1 mm),2,,,Elevated,10 degrees celsius,0,,,,Invertebrate,Zooplankton,,Community,,,NA,Animal growth/size,Size,Animal,Mean body length of local and regional species pools,mm,Yes,The phytoplankton collections from each lake were distributed in equal-volume aliquots among the eight containers containing zooplankton communities from their respective lake to provide algal food,Yes,31,Yes,10 degrees celsius,17 degrees celsius,7,4 ÔøΩ 7,0,Size-selective fish predation was simulated by sieving the entire zooplankton community in the container three times using a 1-mm mesh-sized sieve,Local and regional species,1.839667613,0.34520847,4,1.235012689,0.389382141,4,1.272537738,0.234552626,4,0.60729888,0.243173063,4,0.667882813,0.854284894,1.235012689,0.321429142,4,0.869565217,0.284999852,-0.184848099,0.501067776,-0.753580906,0.517746381,-1.915222378,0.614627399,Additive,0.060583933,0.246986014,0.627713809,Additive,N,N,32.86761803,30.82784471,2.039773312,,,Smaller,Smaller,,
,F,127,209,2016,Dinh,Global Change Biology,OFM,04/02/2019,Freshwater,Lentic,Belgium,,NA,NA,,Lab,,NA,"plastic vials (7.5 cm height, 3.5 cm diameter)",,4,,3,Pesticide treatment post heat x starvation,December,2013,"Activity of acetylcholinesterase (AChE), the target enzyme inhibited by chlorpyrifos (Pesticide stressor tested alone post heat and food stress therefore did not include pesticide responses)",Temperature,,2,celsius,22-30,Elevated,Yes,"Over a period of 12 days, larvae were gradually acclimated stepwise to a temperature of 22 ÔøΩC and a photoperiod of 16:8 h light:dark",n/g,Food Quantity,T x Food Quantity,,Daily feed vs starvation,2,,,Reduced,22 degrees celsius,,Coenagrion,puella,larvae,Invertebrate,Damselfly,,Individual,,Native,NA,Animal condition/physiological,Physiological,Animal,Phenoloxidase (PO) activity (Insect immune system response),?mol dopachrome formed min-1,Yes,"The larvae were daily fed Artemia nauplii ad libitum (mean ÔøΩ SE, 459 ÔøΩ 58 nauplii per food portion, n = 10 counts of food portions)",No,6,,22 degrees celsius,30 degrees celsius,8,8 ÔøΩ 11,"Fed 459 ÔøΩ 58 nauplii per food portion, n = 10 counts of food portions",Not fed / 0,Not applied,1.3068181,0.2545456,4,1.1113636,0.2454544,4,0.9159091,0.2454546,4,0.82045454,0.24545464,4,0.7204546,0.77892098,0.9159091,0.2454545,4,0.869565217,0.24545457,0.354267063,0.503922036,0.147139811,0.500676566,-0.338164269,0.503573596,Multiplicative,0.09999994,0.04153356,0.09545456,N,Multiplicative,N,14.9565192,29.91303839,14.9565192,,,,Within,,
OriginalData,F,101,119,2009,Rogell,Journal of Evolutionary Biology,MJ,,Freshwater,Lentic,Sweden,,55,14,,Lab,,NA,0.4 L,40,30,30 replicate tadpoles from each population in each treatment combination (three to five per family),2,,April,2007,Growth rate / Mass / Larval Period,Temperature,Climate rooms,2,celsius,20-27,Elevated,,,Water,Salinity,T x Salinity,,7g Tropic Marin Sea Salt per litre RSW,3,ppt,0-6.2,Elevated,,0 ppt,Bufo,calamita,Tadpole,Vertebrate,Amphibia,,Population,,Native,NA,Animal survival,Survival,Animal,survival toad tadpoles pop 2 (SkÔøΩne populations),,Yes,The tadpoles were fed spinach ad libitum and the water was changed every fourth day,No,NA,,20 ÔøΩ 0.5 degrees celsius,27 ÔøΩ 1 degrees celsius,7,4 ÔøΩ 7,0 ppt,6.2 ppt,,0.88,0.03,30,0.94,0.03,30,0.62,0.03,30,0.94,0.04,30,0.68,0.662272727,0.62,0.03,30,0.987012987,0.035355339,7.258405193,0.095935803,7.753296464,0.100063114,8.933421776,0.111003347,Additive,0.26,0.277727273,0.32,Additive,N,N,6.818181818,29.54545455,22.72727273,,Larger,,Larger,,
,F,136,265,2017,Hoefnagel,Journal of Thermal Biology,OFM,06/03/2019,Freshwater,NA,Netherlands,,NA,NA,,Lab,,NA,6 L aquaria,200,2,"Four large trays, containing water that was temperature controlled at either 17 ÔøΩC (2 trays) or 22 ÔøΩC (2 trays) were used and in these trays fifteen 6 L aquaria (3ÔøΩ4 per tray) were placed, creating 2ÔøΩ3 replicates per treatment",2,,,2013,,Temperature,,2,celsius,17-22,Elevated,Yes,These snails were kept in 10 L glass aquaria at room temperature (18ÔøΩ20 ÔøΩC),,O2,T x O2,,"Mass stream gas flow controllers were used to create three mixtures of oxygen and nitrogen to keep oxygen levels in both the water and the overhead air at 10, 20 or 40 kPa",3,kPa,,Elevated,18-20 degrees celsius,,Lymnaea,stagnalis,,Invertebrate,Gastropod,,Individual,,,NA,Animal condition/physiological,Metabolism,Animal,Energy flux through oxygen consumption,J/g/d,Yes,Food (fresh leaves of iceberg lettuce) was supplied ad libitum two to three times each week,No,NA,,17 degrees celsius,22 degrees celsius,5,4 ÔøΩ 7,20 kPa,40 kPa,,35.591835,6.125707173,2,26.816326,3.489885112,2,25.102041,5.080212999,2,13.551021,4.741532481,2,16.326532,18.91289153,25.102041,4.358202738,2,0.571428571,4.553902797,-0.348274075,1.015161854,-0.672813223,1.056584704,-1.449434288,1.262607469,Additive,2.775511,5.36187053,11.55102,Additive,N,N,24.65596112,29.47247311,4.816511989,,,Smaller,Smaller,,
,F,140,297,2018,Romero,Science of the Total Environment,OFM,29/03/2019,Freshwater,Lotic,Spain,,NA,NA,,Lab,,NA,"glass crystallizer (diameter?=?7?cm, height?=?4?cm) filled with 100?mL of water and 10 colonized glass slides",,4,,4,,,,,Temperature,,2,celsius,12.5-19.5,Elevated,,,,Habitat Alteration,T x Habitat Alteration,,Desiccation ÔøΩ biofilms air dried for 4h,2,,,Elevated,,,,,,Producer,Periphyton,,Community,,,NA,Plant condition/physiological,Physiological,Plant,Leucine Amino-Peptidase Activity,nmol AMC cm-2 h-1,,,No,1.66667,,12.5 degrees celsius ,19.5 degrees celsius,7,4 ÔøΩ 7,-,+,,131.49171,41.98896,4,175.13812,92.81768,4,93.92265,55.24864,4,95.58011,81.76796,4,137.56906,125.0986571,175.13812,76.37910036,4,0.869565217,79.1194232,-0.461481252,0.506655155,-0.324424785,0.503289108,-0.874385523,0.523892189,Multiplicative,41.98895,29.5185471,79.55801,N,Multiplicative,N,33.19327888,28.57142857,4.621850305,,,Smaller,Smaller,,
,F,108,131,2015,Sorf,Hydrobiologia,OFM,12/02/2019,Freshwater,Lentic,Denmark,,56.23333333,9.516666667,,Mesocosm,,NA,"diameter 1.9 m, water level 1 m",,4,"This fully factorial designed experiment combines three temperature scenarios [unheated; A2 scenario (IPCC, 2007); A2 + 50% scenario (50% increase relative to the A2 scenario)] crossed with two nutrient levels, all in four replicates",2,,August,2010,,Temperature,,3,celsius,,Elevated,,,,Nutrients,T x Nutrients,,Addition of phosphorus and nitrogen ,2,?g P l?1 /  mg N l?1,,Elevated,,2 to 20 ?g TP l?1 and 51ÔøΩ70 ?g TN l?1,,,,Invertebrate,Zooplankton,,Community,,,NA,Animal growth/size,Size,Animal,Average body size of zooplankton,?m,,,Yes,NA,Yes,,28 degrees celsius (A2+50% IPCC Scenario),5.1,4 ÔøΩ 7,2 to 20 ?g TP l?1 and 51ÔøΩ70 ?g TN l?1,2.7 mg P m?2 day?1 and 27.1 mg N m?2 day?1,,279.87805,95.12196,4,435.36584,585.366,4,358.5366,387.8048,4,267.07318,43.90236,4,514.02439,557.7235801,435.36584,496.5107838,4,0.869565217,352.4559374,-0.609268166,0.511600241,-0.717081063,0.516068914,-0.415204932,0.505387348,Dominance,246.95121,290.6504001,168.29266,N,N,Dominance,55.55555,28.10457983,27.45097016,,,Smaller,Smaller,Y,
,F,125,200,2017,Olsen,Freshwater Biology,OFM,31/01/2019,Freshwater,Lentic,Denmark,,56.23333333,9.516666667,,Mesocosm,135 days,135,"1.9 m diameter, 1.5 m height [2.8 m3]",12,4,,2,,August,2003,,Temperature,,3,celsius,,Elevated,,,,Nutrients,T x Nutrients,,5.8 g 15N as K15NO3? (98 atom % 15N),2,mg L-1,0.2-2,Elevated,,,,,,Producer,Algae,,Community,,,NA,Plant biomass/abundance,Biomass,Plant,Mean biomass of filamentous algae,g dw?1 m?2,,,Yes,1,No,Ambient,Ambient + 3.7-4.5 degrees celsius,4.1,4 ÔøΩ 7,0.2 mg L-1 NO3,2 mg L-1 NO3,,16.9,10,4,17.7,16.7,4,12.2,6.1,4,15.8,2.2,4,13,12.77751479,12.2,12.57179383,4,0.869565217,9.02468836,0.269791323,0.502274605,0.291228672,0.502650442,0.346874558,0.503760061,Additive,2.8,3.02248521,3.6,Additive,N,N,4.733727811,27.81065089,23.07692308,,Larger,,Larger,,
,F,113,154,2015,Loureiro,Chemosphere,OFM,11/01/2019,Freshwater,Lentic,Portugal,,NA,NA,,Lab,,NA,,,NA,,2,,,,,Temperature,,2,celsius,20-25,Elevated,Yes,"Neonates from F1, F3 and F9 generations (born from F0, F2 and F8 mothers, respectively) were used for halotolerance tests (see below) at two exposure temperatures (20 ÔøΩC and 25 ÔøΩC). The time frame required for the acclimation period of the group cultures was approximately three weeks for the F1 generation",,Salinity,T x Salinity,,Sodium chloride,2,g L?1,0-1,Elevated,,,Daphnia,galeata,,Invertebrate,Zooplankton,,Population,,,NA,Animal survival,Survival,Animal,"Survival time (ST). ST was used as an acute measure of halotolerance, since it is more sensitive than the standard acute EC50. It was measured as the time to immobilisation of a batch of neonates individually exposed to 6.0 g L?1 NaCl",,Yes,"Organisms were fed with a Pseudokirchneriella subcapitata ration of 1.5 ÔøΩ 105 cells mL?1 ÔøΩ three times a week (Monday, Wednesday, Friday)",No,NA,,20 degrees celsius,25 degrees celsius,5,4 ÔøΩ 7,0 g L?1,1 g L?1,,105.8933474,6.990664282,5,123.4982179,17.11473042,5,135.1992786,27.73878916,5,114.9404354,23.24630784,5,152.804149,157.6762881,135.1992786,23.04728207,5,0.903225806,23.14700887,-1.477490394,0.443659557,-1.667607475,0.455618294,-0.790525899,0.412498624,Dominance,37.8637136,42.7358527,20.2588432,N,N,Dominance,16.62509585,27.67495024,11.04985439,,,Smaller,Smaller,,
OriginalData,D,9,13,2012,Kratina,Ecology,MJ,,Freshwater,Lentic,Canada,,NA,NA,,Mesocosm,16 month,487,"1136-L tanks, 0.6 m deep, 1.5 m in diameter",50,5,,3,Predator presence,June,2009,,Temperature,Submersive water heater,2,celsius,,Elevated,Yes,,,Nutrients,T x Nutrients,,Addition of N and P,2,?g L-1 ,,Elevated,,,,,,Producer,Phytoplankton,,Community,,Native,NA,Plant diversity,Diversity,Plant,phytoplankton richness,G,,,No,486.667,,,Ambient + 3 degrees celsius,3,1 ÔøΩ 3,,264 ?g L-1 N 27 ?g L-1 P,,13.8,2.049390153,5,14.8,1.923538406,5,10,2,5,11.4,2.966479395,5,11,10.72463768,10,1.962141687,5,0.903225806,2.514955268,0.143656759,0.400412745,0.242550905,0.401176619,0.502798656,0.40505613,Additive,0.4,0.67536232,1.4,Additive,N,N,7.246376812,27.53623188,20.28985507,,Larger,,Larger,,
,F,108,130,2015,Sorf,Hydrobiologia,OFM,12/02/2019,Freshwater,Lentic,Denmark,,56.23333333,9.516666667,,Mesocosm,,NA,"diameter 1.9 m, water level 1 m",,4,"This fully factorial designed experiment combines three temperature scenarios [unheated; A2 scenario (IPCC, 2007); A2 + 50% scenario (50% increase relative to the A2 scenario)] crossed with two nutrient levels, all in four replicates",2,,August,2010,,Temperature,,3,celsius,,Elevated,,,,Nutrients,T x Nutrients,,Addition of phosphorus and nitrogen ,2,?g P l?1 /  mg N l?1,,Elevated,,2 to 20 ?g TP l?1 and 51ÔøΩ70 ?g TN l?1,,,,Invertebrate,Cladocera,,Community,,,NA,Animal growth/size,Size,Animal,Average body size of Cladocera,?m,,,Yes,NA,Yes,,28 degrees celsius (A2+50% IPCC Scenario),5.1,4 ÔøΩ 7,2 to 20 ?g TP l?1 and 51ÔøΩ70 ?g TN l?1,2.7 mg P m?2 day?1 and 27.1 mg N m?2 day?1,,356.3781,148.93512,4,505.0255,131.38508,4,258.4227,17.518,4,288.8235,52.61788,4,407.0701,366.212327,505.0255,93.72544897,4,0.869565217,76.00362189,-1.352871454,0.557195662,-0.885413491,0.524498658,-2.473589211,0.691207612,Multiplicative,118.2466,77.388827,216.202,N,Multiplicative,N,41.71058772,27.48636911,14.2242186,,,Smaller,Smaller,,
OriginalData,F,64,84,2008,Thompson,Arc. Antarc. Alp. Res.,MJ,,Freshwater,Lentic,Canada,,51.6,-115.85,,Mesocosm,,NA,8 L,32,4,,3,,August,2005,,Temperature,50-W thermostat-controlled aquaria heaters,2,celsius,Aug-15,Elevated,Yes,,,Nutrients,T x Nutrients,,KNO3 dissolved,2,?g N L-1 ,,Elevated,8 degrees celsius,Ambient TDN fluctuated between 25 and 560 ÔøΩg L?1,,,,Invertebrate,Zooplankton,,Population,,Native,NA,Animal biomass/abundance,Abundance,Animal,Total adult D. middendorffiana abundance (pond),Number of individuals,,,No,34,,8 degrees celsius,14 degrees celsius,6,4 ÔøΩ 7,200 ÔøΩg N L-1,1000 ÔøΩg N-NO3 L?1 ,,18.6063,2.4042,4,4.9651,1.4634,4,13.5366,2.734806187,2,7.892,3.4494,4,0,3.612248145,4.9651,1.864388878,2,0.8,3.129338068,2.017551272,1.004407071,1.094097669,0.824815607,0.748247696,0.784992163,Dominance,7.892,4.279751855,2.9269,N,N,Dominance,73.31495246,27.24722271,46.06772975,,Larger,,Larger,Y,
,F,115,162,2015,Piggott,Journal of Applied Ecology,OFM,17/01/2019,Freshwater,Lotic,New Zealand,,-45.10833333,170.7433333,98 m a.s.l,Mesocosm,6 weeks,NA,3ÔøΩ5 L,16,4,"Nutrient and sediment levels were assigned randomly to the 16 mesocosms, providing four replicates of each treatment combination",3,Nutrients,November ÔøΩ December,2009,Wet leaf pack responses,Temperature,Gas-fired heating system,8,celsius,0-6,Elevated,No,,n/g,Habitat Alteration,T x Habitat Alteration,Sediment,Fine river sand (grain size 0.2mm / 500g per mesocosm),2,,"Means achieved on day 1 in the 64 mesocosms with added sediment were 90ÔøΩ1 ÔøΩ 0ÔøΩ9% streambed cover (visual estimate) and 12ÔøΩ6 ÔøΩ 0ÔøΩ5 mm sediment depth (using a metal ruler) (n = 64; measured once, on day 1). This compares with zero values for the 64 mesocosms without sediment.",Elevated,16.1 degrees celsius,,Melicytus,ramiflorus,,Producer,Plant,Producer,Community,,Native,NA,Decomposition,Decomposition,Other,Dried leaf respiration,,,,No,21,,16 degrees celsius,22 degrees celsius,6,4 ÔøΩ 7,0,added sediment were 90ÔøΩ1 ÔøΩ 0ÔøΩ9% streambed cover and 12ÔøΩ6 ÔøΩ 0ÔøΩ5 mm sediment depth,,10.78,4.055572298,4,4.76,2.092096237,4,7.89,4.206114597,4,6.1875,1.33197535,4,1.87,3.483896104,4.76,3.321766598,4,0.869565217,2.530641388,1.483555846,0.568779311,0.928997653,0.526969895,0.490509779,0.507518745,Dominance,4.3175,2.703603896,1.4275,N,N,Dominance,55.84415584,26.80890538,29.03525046,,Larger,,Larger,Y,
